name,중량,칼로리,탄수화물,당류,지방,단백질,나트륨,source,basis
쑥된장국,450,117.315,17.165499999999998,0,2.5520000000000005,13.211,1799.6,base,1인분
아욱된장국,450,103.52699999999999,9.963,0,2.9385,11.997,1462.1265,base,1인분
우거지된장국,450,85.97250000000001,13.716,0,1.8135000000000001,6.444,1593.99,base,1인분
우거지해장국,600,158.496,14.856399999999999,0,5.725200000000001,14.1856,1972.0879999999997,base,1인분
우렁된장국,500,245.275,21.189999999999998,0,7.049999999999999,24.72,2150.425,base,1인분
갈비탕,600,240.39600000000002,8.208,0,14.333999999999998,18.672,1688.43,base,1인분
매운탕,600,402.792,18.828,1.548,21.564000000000004,37.164,2130.9539999999997,base,1인분
꼬리곰탕,700,750.6948000000001,10.934400000000002,0,52.80270000000001,54.86630000000001,764.7313,base,1인분
꽃게탕,600,240.65400000000002,20.772,0,5.49,31.703999999999997,2268.8579999999997,base,1인분
낙지탕,600,186.102,11.766000000000002,0,2.7300000000000004,29.214000000000002,1711.1219999999998,base,1인분
내장탕,700,549.808,13.699,0,31.506999999999998,56.973,2383.0730000000003,base,1인분
닭곰탕,650,527.7025000000001,15.392,0,24.141000000000002,58.876999999999995,1005.1860000000001,base,1인분
닭볶음탕,300,371.81100000000004,19.173,2.016,17.319000000000003,33.846000000000004,1030.455,base,1인분
지리탕,600,260.59150000000005,10.5235,0,8.359,38.343500000000006,1685.164,base,1인분
도가니탕,800,563.648,5.584,0,34.767999999999994,54.6,599.272,base,1인분
삼계탕,1000,881.3245,44.080000000000005,0,40.57449999999999,76.64600000000002,1211.3165,base,1인분
설렁탕,600,422.76000000000005,10.937999999999999,0,18.203999999999997,52.709999999999994,725.1600000000001,base,1인분
알탕,700,424.125,49.522499999999994,14.850000000000001,6.9795,49.2075,2393.2860000000005,base,1인분
연포탕,1000,541.19,21.64,0,9.2,91.65,2307.0699999999997,base,1인분
오리탕,600,480.822,24.156,1.032,21.636,43.21200000000001,1849.9260000000002,base,1인분
추어탕,700,338.66700000000003,24.416,1.806,11.508000000000001,37.366,2077.1520000000005,base,1인분
해물탕,600,272.26199999999994,19.584000000000003,1.548,3.3839999999999995,41.742,2071.986,base,1인분
닭개장,700,317.07039999999995,19.182799999999997,0,14.946399999999999,33.741600000000005,1786.0336,base,1인분
육개장,440,137.8564,11.622300000000001,0,5.8672,13.438699999999999,1112.7844,base,1인분
뼈해장국,1000,692.93,25.420000000000005,0,37.16,67.92,3192.46,base,1인분
미역오이냉국,450,77.34599999999999,19.7415,8.991,1.3544999999999998,5.606999999999999,1483.6005,base,1인분
고등어찌개,600,605.3099999999998,32.034000000000006,0,28.2,59.16000000000001,2599.7100000000005,base,1인분
꽁치찌개,300,356.63399999999996,14.478000000000002,0.7224,20.685000000000006,29.511000000000006,1296.3300000000002,base,1인분
동태찌개,800,369.68800000000005,18.943999999999996,1.3760000000000001,7.800000000000001,59.56799999999999,2487.544,base,1인분
부대찌개,600,525.984,46.806,0,28.482,27.714,2689.188,base,1인분
된장찌개,400,147.064,15.976,0,5.267999999999999,11.708,2021.7800000000002,base,1인분
청국장찌개,400,275.464,14.968,0,14.432,25.844,1839.752,base,1인분
두부전골,500,315.11,16.195,0.8600000000000001,19.150000000000002,29.145,1651.525,base,1인분
곱창전골,600,532.65,26.886,0,34.728,38.34600000000001,1750.422,base,1인분
소고기전골,300,203.223,16.548000000000002,0,7.542,19.467000000000002,1090.149,base,1인분
국수전골,400,643.1600000000001,66.928,3.996,22.387999999999998,45.291999999999994,1524.6279999999997,base,1인분
돼지고기김치찌개,400,246.28799999999998,9.328,0,18.256,15.5,1961.476,base,1인분
버섯찌개,400,171.85999999999999,15.259999999999998,0,7.524,16.644,1267.812,base,1인분
참치김치찌개,400,193.57600000000002,13.331999999999995,0,10.887999999999998,16.855999999999998,2604.4519999999998,base,1인분
순두부찌개,400,198.46800000000002,8.78,0,14.032,14.716000000000001,1331.3120000000001,base,1인분
콩비지찌개,400,248.664,24.516000000000002,0,12.807999999999998,15.964,1206.328,base,1인분
햄김치찌개,300,190.4662,15.4367,0,10.6807,11.626099999999997,1527.8156999999999,base,1인분
호박찌개,300,98.30099999999999,12.735000000000001,2.064,2.3369999999999997,7.779000000000001,1028.145,base,1인분
고추장찌개,500,263.4432,20.083199999999998,0,12.345599999999997,25.617599999999996,935.1456000000001,base,1인분
대구찜,500,372.67999999999995,26.424999999999997,0,8.43,54.08000000000001,1888.04,base,1인분
도미찜,100,126.312,0.756,0,3.684,21.006,882.04,base,1인분
문어숙회,80,67.488,0.1824,0,0.7296,14.136000000000003,222.83200000000002,base,1인분
아귀찜,400,310.69599999999997,17.588,0,6.676000000000001,48.848,1463.3119999999997,base,1인분
조기찜,100,185.252,1.813,0.34079999999999994,9.195,22.271,631.892,base,1인분
참꼬막,80,89.76720000000002,4.920799999999999,1.5984,2.1712000000000002,12.983200000000004,400.228,base,1인분
해물찜,500,397.37499999999994,36.02,0,8.935,50.275000000000006,2213.4350000000004,base,1인분
소갈비찜,250,500.4525,11.310000000000002,0,29.165,42.545,768.4225000000001,base,1인분
돼지갈비찜,170.1,249.69900000000004,8.82,1.7639999999999998,14.418000000000001,20.564999999999998,946.677,base,1인분
돼지고기수육,300,1218.1855999999998,8.694199999999999,0,99.51639999999998,61.4684,389.5309,base,1인분
찜닭,1500,1358.384,140.6418,57.524,36.543800000000005,114.90200000000002,5290.091,base,1인분
족발,150,381.5719999999999,32.300000000000004,0,16.62,26.019999999999996,839.1449,base,1인분
달걀찜,250,190,4.8075,0,10.912500000000003,16.202499999999997,860.3175,base,1인분
닭갈비,300,562.104,24.543,3.513,28.887,52.29599999999999,975.549,base,1인분
닭꼬치,70,177.50529999999998,12.8982,8.582699999999999,7.895999999999999,12.348700000000001,287.26109999999994,base,1인분
돼지갈비,100,248.52420000000004,7.6005,5.0112000000000005,14.7006,19.947599999999998,344.8854,base,1인분
떡갈비,250,762.9875,26.6075,12.4875,51.575,43.085,838.8375,base,1인분
불고기,150,386.7908,13.054800000000002,1.0956000000000001,21.78,32.9032,632.5353999999998,base,1인분
소곱창구이,150,639.1095,6.507,0,51.708,35.616,332.71799999999996,base,1인분
소양념갈비구이,300,986.9166,27.74475,14.3075,66.4753,61.97065000000001,1272.3438500000002,base,1인분
소불고기,200,174.73349999999994,19.6327,9.490499999999999,4.6797,14.223399999999998,828.1510999999998,base,1인분
양념왕갈비,150,485.5065000000001,15.036,8.352,33.706500000000005,29.332500000000003,533.1929999999999,base,1인분
햄버거스테이크,200,436.75200000000007,21.35,0,28.052,24.924,920.262,base,1인분
훈제오리,250,789.9625,11.8275,6.245000000000001,64.6525,38.1575,1216.9750000000001,base,1인분
치킨데리야끼,340,692.5248,50.72960000000001,3.6409599999999998,32.192,47.340799999999994,865.9775999999999,base,1인분
치킨윙,100,219.419,9.965,2.4462,14.23,11.405,351.394,base,1인분
더덕구이,100,183.74,31.78,10.8475,5.621,5.802,745.78,base,1인분
양배추구이,100,60.933,7.621,0.8420000000000001,2.651,2.711,242.337,base,1인분
두부구이,100,90.671,1.527,0,6.267,9.411,164.39,base,1인분
삼치구이,200,355.7061000000001,8.475299999999999,0,18.008999999999997,37.827000000000005,797.7096000000003,base,1인분
가자미전,150,220.464,6.684,0,7.123499999999999,29.9715,814.374,base,1인분
굴전,100,192.81,13.922,0,9.067,12.563,331.021,base,1인분
동태전,150,265.2507,11.47718,0,16.14041,19.866989999999998,672.9765899999999,base,1인분
해물파전,150,267.23120000000006,27.676160000000003,0,12.56736,12.9352,356.42632000000003,base,1인분
동그랑땡,150,312.4125,14.705999999999998,0,18.723000000000006,19.674,579.8100000000001,base,1인분
햄부침,100,232.598,9.733,0,15.481,13.067,774.678,base,1인분
육전,100,197.098,6.724,0.299,9.514,19.582,248.684,base,1인분
감자전,200,366.15850000000006,53.811800000000005,0,13.613499999999998,9.6691,456.5301,base,1인분
고추전,150,261.44250000000005,17.7765,0.747,14.8605,13.937999999999999,359.8845,base,1인분
김치전,150,285.72799999999995,32.0688,0,12.4784,13.172799999999999,785.6,base,1인분
깻잎전,150,357.62250000000006,16.6515,0.747,24.6405,18.297,464.9355,base,1인분
녹두빈대떡,100,200.71,18.637,0,8.321,9.956,246.031,base,1인분
미나리전,150,215.8635,30.096,0,8.632499999999999,6.087000000000001,235.647,base,1인분
배추전,150,241.008,32.51200000000001,0,10.494400000000002,6.409600000000001,355.976,base,1인분
버섯전,150,239.68349999999995,18.6075,0.747,12.93,11.934,307.923,base,1인분
부추전,150,241.182,32.0115,0,9.5025,7.141500000000001,255.1605,base,1인분
야채전,100,194.94,24.971,0,8.78,4.946,322.923,base,1인분
파전,150,280.548,37.455,0,12.0375,7.726500000000001,337.998,base,1인분
호박부침개,100,130.722,8.671,0,9.235,3.37,172.027,base,1인분
호박전,150,215.283,16.557,0,14.4195,6.589500000000001,274.63050000000004,base,1인분
달걀말이,100,172.238,4.668,0,11.232,12.044,323.323,base,1인분
두부부침,100,134.88,4.288,0,8.755,9.922,199.833,base,1인분
두부전,150,253.89,8.078,0,18.025,18.655,500.528,base,1인분
건새우볶음,20,69.1858,4.813,2.70256,2.2963999999999998,7.221800000000002,193.088,base,1인분
낙지볶음,200,180.59000000000003,23.512,6.7,3,17.866000000000003,868.8839999999999,base,1인분
멸치볶음,20,69.225,5.693,3.4330800000000004,2.0423999999999998,6.9704000000000015,274.09599999999995,base,1인분
어묵볶음,150,281.5425,36.279,4.473000000000001,8.083499999999997,18.037499999999994,1283.8274999999999,base,1인분
오징어볶음,200,243.69600000000003,27.42,9.280000000000001,6.842,20.43199999999999,1025.86,base,1인분
오징어채볶음,20,55.7136,7.004600000000001,1.3477000000000001,0.6852,5.394000000000001,240.964,base,1인분
주꾸미볶음,200,211.81,21.692,6.7,6.11,20.156000000000002,969.8839999999999,base,1인분
해물볶음,400,420.52700000000004,36.5332,7.657,15.3178,37.483200000000004,1647.0188000000003,base,1인분
감자볶음,50,57.80300000000001,8.23,0.498,2.5335000000000005,1.3435,219.935,base,1인분
김치볶음,200,189.97000000000003,21.828000000000003,8.964,12.133999999999999,5.288,1513.4099999999996,base,1인분
깻잎나물볶음,200,212.392,17.328,0.2,16.372,8.032,1046.426,base,1인분
느타리버섯볶음,150,133.3185,14.216999999999999,0.15000000000000002,8.925,4.406999999999999,625.2510000000001,base,1인분
두부김치,250,292.42,13.84,0,21.315,19.147499999999997,1033.8500000000001,base,1인분
머위나물볶음,150,102.993,7.705500000000002,0,7.952999999999999,4.3035,696.9149999999998,base,1인분
양송이버섯볶음,150,132.4215,10.554,0,9.790500000000002,5.457000000000001,520.1145,base,1인분
표고버섯볶음,150,143.59499999999997,14.278500000000001,1.494,7.356000000000001,4.0095,563.5904999999999,base,1인분
고추잡채,200,264.218,22.106,8.4462,12.706,12.862000000000002,850.3079999999999,base,1인분
호박볶음,50,29.185000000000002,3.094,0,2.0060000000000002,0.7705000000000001,223.2785,base,1인분
돼지고기볶음,200,353.132,15.33,4.75,20.936000000000003,25.746,1060.3319999999999,base,1인분
돼지껍데기볶음,150,346.14450000000005,22.7265,15.843000000000002,19.228500000000004,22.3905,759.294,base,1인분
소세지볶음,200,476.04028999999997,28.805249999999997,5.830144,33.24425,17.03997,1409.04861,base,1인분
순대볶음,400,579.5559000000001,70.95935,14.2912,25.6102,17.58295,1379.5474000000002,base,1인분
오리불고기,250,559.93155,24.47235,4.0748999999999995,34.2465,38.16075,854.0740499999999,base,1인분
오삼불고기,200,356.93600000000004,21.461999999999996,7.4239999999999995,20.238,23.348,870.4,base,1인분
떡볶이,200,300.76000000000005,58.85399999999999,5.704,2.96,8.718,862.2299999999998,base,1인분
라볶이,200,266.0299999999999,41.13399999999999,6.356000000000001,9.588,7.959999999999999,836.2379999999999,base,1인분
마파두부,200,226.91509999999997,10.985800000000001,0.5680999999999999,12.013699999999995,16.852999999999994,647.4516000000002,base,1인분
가자미조림,300,301.29,20.337,5.994,6.9030000000000005,40.701,1621.2300000000002,base,1인분
갈치조림,100,99.385,5.494,0.5,3.916,10.675,463.82,base,1인분
고등어조림,250,459.3349999999999,10.960000000000003,1.4600000000000002,25.350000000000005,45.37249999999999,1177.955,base,1인분
꽁치조림,150,280.08820000000003,8.357999999999999,1.3943999999999999,16.6656,22.593200000000003,679.4171999999999,base,1인분
동태조림,250,270.6125,16.77,4.995,4.0925,39.032500000000006,1440.1749999999997,base,1인분
북어조림,100,184.581,15.656,2.9064,3.035,23.884,761.39,base,1인분
조기조림,300,378.2615,14.2419,1.45,16.263199999999998,41.4294,1682.8989999999994,base,1인분
코다리조림,100,146.67,4.574,0.5,5.616,18.458,433.18,base,1인분
달걀장조림,100,133.725,10.032,3.1713,6.395,8.751,636.605,base,1인분
메추리알장조림,100,205.08,7.358,2.4522,13.691,12.107,758.9,base,1인분
돼지고기메추리알장조림,50,62.969,3.14,0.83765,2.1065,7.6160000000000005,555.7849999999999,base,1인분
소고기메추리알장조림,50,61.21500000000001,3.446,0.999,2.211,6.672000000000001,608.295,base,1인분
고추조림,100,105.878,14.827,2.988,4.185,2.856,802.456,base,1인분
감자조림,50,39.013,8.4025,0.7854,0.203,1.552,265.9155,base,1인분
우엉조림,30,68.49600000000001,15.505199999999999,7.61112,0.3285,1.0971000000000002,242.28060000000002,base,1인분
알감자조림,50,56.226,10.480500000000001,1.5667499999999999,1.2635,1.3835,241.73200000000003,base,1인분
(검은)콩조림,20,56.831999999999994,6.9838000000000005,2.9153400000000005,2.0858000000000003,3.8488,102.85300000000001,base,1인분
콩조림,20,59.221999999999994,7.754599999999999,2.9153400000000005,1.9389,3.5661,234.70099999999996,base,1인분
두부고추장조림,50,67.1415,4.025500000000001,1.8900000000000001,3.998,5.1370000000000005,199.2275,base,1인분
땅콩조림,20,80.41880000000002,6.5448,3.2709,5.114800000000001,2.9102,154.246,base,1인분
미꾸라지튀김,100,382.13,30.57,0,22.541,12.687,323.256,base,1인분
새우튀김,100,311.256,21.828,0,19.643,11.827,553.887,base,1인분
생선가스,200,646.21125,57.3754,0,37.09064999999999,24.501599999999996,817.2735,base,1인분
쥐포튀김,100,353.33,37.99,0,16.541,11.207,423.79925000000003,base,1인분
오징어튀김,100,308.426,26.016,0,16.496,13.459,361.571,base,1인분
닭강정,100,323.251,24.21,1.7421000000000002,15.563,18.335,413.137,base,1인분
닭튀김,300,909.8053999999998,45.9186,0,52.342099999999995,54.546099999999996,1150.1313,base,1인분
돈가스,200,620.6445000000001,36.556000000000004,0,39.11719999999999,27.777999999999995,557.0932999999999,base,1인분
모래집튀김,150,457.34499999999997,31.861199999999993,0,25.894399999999994,22.289399999999997,297.01,base,1인분
양념치킨,200,567.582,38.83999999999999,12.364,31.146,30.466,777.8560000000001,base,1인분
치즈돈가스,250,758.496,45.48479999999999,0,46.1472,36.0192,855.0455999999999,base,1인분
치킨가스,200,582.0079999999999,51.2753,0,28.644399999999997,31.032699999999995,748.7311,base,1인분
탕수육,200,454.4381999999999,56.488899999999994,1.8981,16.586999999999993,17.062,403.256,base,1인분
깐풍기,200,585.076,43.36200000000001,13.944,33.339999999999996,27.795999999999996,629.2719999999999,base,1인분
감자튀김,150,462.105,50.099999999999994,0,25.762500000000003,6.24,374.2185,base,1인분
고구마맛탕,200,490.92750000000007,90.1908,1.4307299999999998,13.5324,3.3033,213.3306,base,1인분
고구마튀김,100,241.566,34.1,0,10.796,3.205,150.639,base,1인분
고추튀김,100,198.346,12.74,0,13.625,6.482,260.651,base,1인분
김말이튀김,100,240.562,32.486,0,12.38,2.248,393.022,base,1인분
채소튀김,100,311.99,36.349,0,18.532,3.013,277.28,base,1인분
노각무침,150,81.354,16.433999999999997,5.086500000000001,2.0745,3.0854999999999997,822.0974999999999,base,1인분
단무지무침,50,19.188000000000002,3.2154999999999996,0.974,0.9105,0.4670000000000001,447.86199999999997,base,1인분
달래나물무침,150,132.687,25.255499999999998,13.536,3.3045000000000004,4.7715,852.993,base,1인분
더덕무침,150,220.89149999999998,48.4395,31.5435,2.7405,4.890000000000001,1203.5835000000002,base,1인분
도라지생채,150,165.225,38.590500000000006,2.997,1.71,4.146,789.078,base,1인분
도토리묵,100,43.046,9.87,1.399,0.346,0.398,116.473,base,1인분
마늘쫑무침,30,38.1177,9.3513,3.2781000000000002,0.2799,0.9843,423.4554,base,1인분
무생채,150,73.68,16.0035,4.4955,1.2795,2.634,832.188,base,1인분
무말랭이,30,39.889500000000005,9.632399999999999,1.0326,0.3426,1.3628999999999996,378.77639999999997,base,1인분
오이생채,50,23.3555,4.6255,1.5150000000000001,0.496,0.885,269.314,base,1인분
파무침,150,124.29599999999998,19.474500000000003,8.367,5.406,3.8175,693.834,base,1인분
상추겉절이,200,130.61999999999998,17.988,1.998,6.246,5.648000000000001,952.32,base,1인분
쑥갓나물무침,150,94.85699999999999,8.784,0,6.5055,5.485499999999999,700.1205,base,1인분
청포묵무침,250,157.60999999999999,19.675,13.7375,4.225,2.955,756.74,base,1인분
해파리냉채,150,87.285,13.827,7.4925,1.5450000000000004,6.631500000000001,490.12799999999993,base,1인분
가지나물,50,21.873,3.0310000000000006,0,1.2719999999999998,0.7320000000000001,159.1745,base,1인분
고사리나물,50,43.508,3.799,0,3.2625,1.9655,251.53,base,1인분
도라지나물,50,54.675,5.335,0,3.819,0.6695000000000001,256.66749999999996,base,1인분
무나물,50,34.575,3.042,0,2.563,0.5755,293.5195,base,1인분
미나리나물,50,28.3435,2.5595000000000003,0,2.138,0.9899999999999999,165.524,base,1인분
숙주나물,50,19.509,1.559,0,1.347,1.312,186.733,base,1인분
시금치나물,50,37.511,3.815,0,2.3685,2.069,217.2565,base,1인분
취나물,50,72.944,3.4555,0,6.714499999999999,1.5965,288.6495,base,1인분
콩나물,50,24.129,1.1449999999999998,0,1.9789999999999999,1.6395,203.4965,base,1인분
고구마줄기나물,50,30.439,2.9685,0,2.2385,0.6285000000000001,255.7095,base,1인분
우거지나물무침,150,126.114,10.282500000000002,1.4985,8.661000000000001,5.076,774.5475,base,1인분
골뱅이무침,100,107.348,15.558,6.0600000000000005,2.298,7.905,515.92,base,1인분
김무침,30,81.0114,12.188099999999999,6.932099999999999,4.1247,4.7094,498.6338999999998,base,1인분
미역초무침,50,24.936,5.698500000000001,3.996,0.5399999999999999,1.0715000000000001,285.8,base,1인분
북어채무침,150,332.052,31.332,18.02458,5.802999999999998,37.365999999999985,1048.5300000000004,base,1인분
회무침,300,311.58720000000005,42.879200000000004,26.412000000000003,4.2562999999999995,27.177700000000005,1253.2525,base,1인분
쥐치채,20,53.387,10.177200000000001,6.6036,0.19800000000000004,2.7684,289.4502,base,1인분
파래무침,30,31.585499999999996,5.429100000000001,0.8990999999999999,0.6897,2.3396999999999997,252.04500000000002,base,1인분
홍어무침,200,193.13799999999998,24.898,9.434,2.274,21.640000000000004,817.424,base,1인분
골뱅이국수무침,230,256.41630000000004,39.6333,0,7.014600000000001,10.524600000000003,911.7441000000001,base,1인분
오징어무침,200,249.525,13.5522,0,4.1904,38.66760000000001,682.389,base,1인분
잡채,150,198.82349999999997,37.47449999999999,2.988,4.7010000000000005,2.5935,664.7505,base,1인분
탕평채,100,101.194,10.196,6.993,3.113,3.529,247.419,base,1인분
갓김치,50,27.635500000000004,5.211500000000001,0.4235,0.7015,1.9825,447.77400000000006,base,1인분
고들빼기,50,55.3875,11.994,0,0.5640000000000001,2.206,733.749,base,1인분
깍두기,50,17.988000000000003,3.9449999999999994,0.05,0.22699999999999998,0.9974999999999998,338.876,base,1인분
깻잎김치,150,124.49250000000002,23.2665,2.988,3.1605,6.096,1907.6415000000004,base,1인분
나박김치,100,14.746,2.255,0.01,0.42,0.63,509.472,base,1인분
동치미,400,57.69199999999999,14.26,0,0.64,2.696,2313.584,base,1인분
배추겉절이,50,21.239,4.484499999999999,0.996,0.503,0.9405000000000001,325.406,base,1인분
배추김치,50,18.4315,4.154999999999999,0.498,0.2975,1.145,309.5255,base,1인분
